a,h,e,angle
10.1,11.6,2.1,141.80757778051233
4.9,12.5,2.4,126.89214276981836
7.6,13.7,1.7,117.4169326465402
6.6,12.9,2.0,126.63028259283888
9.2,5.9,1.6,0.1534251024281243
11.6,16.8,1.9,-50.40917009506912
3.2,4.1,2.3,64.04629066570104
11.9,9.2,2.2,-165.6674785754202
12.2,7.5,1.6,-72.0639247822581
6.1,10.7,1.8,-154.2570563005795
7.0,15.0,1.5,96.7634403292067
8.8,13.3,2.0,102.42559873753694
10.4,19.4,1.4,-46.728668340831575
10.9,17.9,2.4,-143.3604440392811
11.2,3.8,1.7,67.50181087005484
6.4,19.2,1.5,-29.20004893450337
7.0,10.6,1.8,-155.6428521108889
13.5,15.3,1.7,23.13726799470265
8.8,14.0,2.4,45.856120085152384
12.3,6.2,1.5,-17.05533118083739
5.2,13.7,2.1,103.33490807741624
9.5,2.7,1.6,105.63381832901892
9.1,3.5,2.5,71.08981180477483
13.6,16.9,1.8,-67.53550521876956
2.9,16.1,1.7,64.83299635628264
7.9,9.8,1.3,-102.69929034717156
8.1,18.1,1.7,-30.135489135303004
3.0,7.5,1.6,-33.24521430096524
12.9,16.6,1.4,32.06237609904182
12.6,19.8,1.4,-76.28657727375024
7.2,7.2,2.5,-77.90345952058057
11.4,14.3,2.0,45.45941155156757
3.8,2.1,2.1,123.48393982523392
9.4,14.9,2.5,-12.070431807594511
5.1,2.6,2.1,108.80773025898964
7.3,5.2,1.9,22.11665667564984
12.2,12.6,1.8,120.98341389479984
4.3,10.2,1.4,-110.80310036226491
5.5,15.6,2.3,25.762053096138324
7.7,5.8,2.0,-4.986458206771434
5.9,10.4,1.8,-144.19874861376536
11.6,11.0,1.3,-147.25879519813645
13.9,10.0,2.6,137.1569619977162
3.9,3.0,1.8,98.57563501131143
4.7,19.5,2.4,-109.32905631420276
10.5,4.2,1.7,54.54850496533124
6.3,11.0,1.8,-164.18440715907346
13.7,19.2,2.4,140.0832680940098
13.7,13.4,1.8,83.7971499559534
9.7,8.1,1.8,-92.31146109804791
12.4,12.2,1.4,167.39217056364723
6.6,19.5,1.6,-51.73283489353223
9.6,7.9,2.5,-123.92649666583348
13.9,5.7,1.4,2.5291558139252928
8.7,9.5,2.0,-143.14275191870024
13.3,4.0,2.4,31.312763964438588
10.6,19.7,1.5,-76.01806227653549
7.7,6.5,2.4,-49.127802939932245
9.6,17.4,2.4,-107.66227089556872
12.7,11.2,1.3,-156.0213584728311
4.3,17.5,1.4,40.90551664313124
6.5,17.9,1.4,21.46058320308046
14.0,5.1,1.7,5.646335648141777
6.7,4.3,1.9,55.1135511002828
9.9,10.6,1.7,-163.39488281751528
12.9,10.7,2.3,139.9968890276959
14.0,9.5,1.4,-125.19670759382434
9.8,14.1,1.7,95.10271208566628
3.2,14.3,2.6,69.7891616996247
2.3,15.9,2.1,50.32250849300891
9.4,12.0,2.2,127.59374580441953
8.7,19.0,1.8,-79.95941861727569
13.6,11.8,1.7,145.65044159814883
11.0,8.6,1.8,-117.02701845215334
9.9,19.3,2.6,170.55282636115865
8.2,4.4,1.4,57.229808082899496
5.0,17.1,1.4,50.34908916162157
13.6,12.5,2.1,86.22199954345109
8.4,12.0,1.5,177.76599944739405
2.2,17.2,2.2,4.962242358933364
10.4,7.0,1.3,-24.5456015271984
8.1,13.0,1.6,143.1601126135129
2.6,9.8,1.8,-110.18455949493942
12.7,15.5,2.5,-102.46327484967972
5.8,10.2,2.5,-171.11522770088885
4.7,4.2,1.9,61.6397442650579
3.3,10.8,2.6,-178.7687989466353
5.6,7.0,2.2,-45.95910744496023
4.6,17.2,1.8,16.172903761833766
9.8,11.2,1.3,-147.62608322585538
2.7,7.0,2.3,-32.41556671430829
5.2,12.2,2.7,120.5577626322249
5.3,7.3,1.8,-40.794815949562434
12.6,12.5,1.4,158.62424487740662
7.3,2.3,1.6,117.8720535325064
11.1,16.0,2.6,-102.681640843802
9.2,16.1,1.9,7.647485321547185
11.4,18.0,1.3,11.257279200812432
3.3,10.1,2.2,-139.26702587142245
13.8,7.7,2.0,-123.48001494461282
12.3,2.5,2.3,105.91622374170926
2.5,7.4,2.7,-55.941986536715305
7.5,11.3,2.6,140.0093231307055
5.7,18.1,2.2,-57.26263761061671
9.6,4.3,1.8,50.71938542675791
4.7,5.7,1.3,24.06228555539317
8.9,9.8,2.0,-153.40894110938618
9.2,15.4,1.4,86.90647565615025
9.2,7.3,2.5,-98.96085232803723
7.3,11.8,1.5,-172.76882667455976
2.3,13.0,1.8,153.09758881408524
8.0,18.7,1.4,-9.951521081903469
6.8,4.4,2.6,40.39165398140062
3.2,13.6,2.2,111.39903592270063
7.4,19.9,2.7,176.67696261612147
7.3,16.9,1.6,27.55692905823196
8.6,5.7,1.9,-1.8264261744343773
11.7,11.8,2.5,98.83330517537728
10.5,2.0,1.9,124.98100365299352
12.5,14.5,2.0,23.12857721227557
2.5,11.8,2.4,162.1002262565075
4.5,17.8,1.4,31.59405229727372
7.4,19.2,2.3,-126.3145155572216
13.6,5.9,2.6,-92.28555379102364
11.5,14.5,1.3,117.44969778753268
7.4,3.2,1.3,93.6780677400465
5.8,19.0,1.9,-60.93932210669249
2.6,10.5,2.3,-152.31046376226453
10.9,14.3,1.6,92.86980960535452
8.0,4.8,1.9,34.48636753018081
4.3,19.7,1.3,-12.986864354335562
7.0,6.2,2.0,-16.769700395478242
3.9,19.0,2.7,-104.46236823730064
11.1,5.8,2.3,-41.45504273063012
6.2,15.2,2.3,33.6642603454786
13.4,6.4,1.5,-29.66482476931196
2.1,14.1,2.6,82.8539905227411
12.0,10.8,2.4,137.47286621236418
9.5,13.6,2.4,54.90890579360803
8.4,8.3,2.2,-113.27748409391532
9.8,6.8,1.6,-34.40771665066606
10.7,16.2,1.5,43.050313433242486
3.1,3.2,2.6,90.85359751445336
12.6,6.6,2.3,-92.06220569702482
2.1,8.3,2.0,-66.22018170665383
5.4,15.5,1.6,79.84306377922574
4.1,9.9,1.4,-101.47537214003697
13.2,6.8,1.9,-77.79464780341186
2.7,11.4,2.0,-169.09229755264906
8.9,12.0,1.8,154.75910427144757
9.6,13.8,1.6,114.04923298599977
9.8,9.0,1.5,-100.7834843629728
12.5,3.5,2.7,55.35712977685795
2.6,3.2,2.3,92.14264431185455
11.8,14.9,2.0,14.301119233316395
8.2,19.0,1.5,-34.48107411098802
10.3,14.8,2.5,-22.74670113930325
4.5,2.4,2.5,114.14526162323207
8.4,20.0,1.9,-121.50153358806232
10.5,4.9,2.2,10.807024432163496
13.5,16.7,2.6,-166.05083337229766
7.3,3.0,2.1,95.16673078743206
2.9,13.9,1.8,124.0511637864004
2.6,7.6,2.0,-45.20354769743754
9.6,2.1,1.9,122.2881327360805
11.6,5.1,2.2,-6.111248818923272
10.3,9.7,2.3,-174.76200992630748
6.0,8.3,2.7,-117.86370862190394
13.4,18.0,2.7,151.2810276065971
8.1,15.9,1.9,25.463902147619518
13.5,10.2,1.5,-152.95443208672629
2.8,8.6,2.4,-92.61711116239668
4.4,11.0,2.6,167.91069148955745
11.3,17.8,2.0,-98.9593647731122
13.1,4.5,1.3,51.15788481077686
11.4,15.8,1.4,66.35703243802772
5.4,18.4,1.9,-37.30015749626425
3.8,6.5,1.8,-8.654844072880431
12.2,19.9,1.8,-147.987031295439
11.5,5.0,1.4,33.467311980603554
5.2,7.1,2.6,-61.44925476225897
4.6,15.0,1.9,77.96804906527885
5.7,10.1,1.7,-128.71832388890437
12.0,13.0,2.2,72.22769800696625
11.9,10.7,1.6,-168.05745094808057
8.8,7.5,1.4,-42.32108074340268
8.8,12.6,1.5,159.58219955536765
5.3,17.5,2.1,-23.42058521356613
10.4,15.0,1.7,61.60404772927779
11.6,7.3,2.0,-90.6709510896952
7.2,12.3,2.7,104.20224997398644
7.3,6.7,1.3,-8.82417631381295
7.5,10.6,2.1,-174.62602573202915
5.3,2.2,1.7,120.87889645552298
10.1,10.1,2.7,156.64508067988416
12.9,13.6,2.6,-26.52737902323187
13.0,9.4,2.2,-178.57590861521382
11.0,13.0,1.5,140.6979644747755
5.0,20.0,1.7,-66.18886832997322
10.3,9.0,1.9,-131.77062838839706
3.5,14.8,1.9,89.20282077467623
3.4,15.4,1.6,89.91560465433453
4.2,16.6,1.7,44.41069877662628
3.7,14.4,1.5,124.2305181602852
9.0,9.9,2.7,169.39442721979387
2.8,7.9,2.0,-56.06643578377574
11.9,11.4,2.1,137.45349170281935
10.7,9.6,1.9,-152.1554446058903
13.2,5.3,2.5,-49.81090332550242
7.8,11.1,1.4,-147.28854430525254
9.9,2.5,2.7,106.19273742306812
12.7,16.3,1.4,43.578671283837714
8.4,6.1,2.4,-37.53711573578467
5.3,8.7,2.7,-126.39689347175155
13.8,6.2,2.6,-108.08747394965609
2.3,17.4,1.5,42.21189341947911
5.8,3.7,1.4,79.49414351262787
13.7,18.5,2.0,-155.08112621409418
6.2,7.9,2.2,-83.21360514269776
5.6,4.8,2.3,34.463186197453446
3.4,8.1,1.6,-52.928969421179374
13.1,6.6,2.7,-120.10395241378606
3.6,6.2,1.8,1.5960341585934328
5.8,16.1,1.6,60.14372884482482
12.8,14.2,2.3,-12.766411844628552
7.9,6.8,2.5,-67.73537035472255
9.4,4.7,2.2,25.51593489399981
9.0,2.6,2.7,103.64218055353028
10.4,12.8,1.9,116.67936952503103
2.2,15.0,2.4,63.37395757575935
8.2,16.8,1.6,25.42073930448516
2.3,6.4,2.2,-8.03698034667887
12.0,5.7,2.2,-39.08506376310169
5.9,17.0,1.3,59.97371801913999
12.2,18.4,2.4,-175.63756452453038
4.9,6.0,1.3,15.207642852450208
8.9,13.4,2.7,45.40838278988279
13.3,15.0,1.6,53.9578125092751
2.4,17.5,2.2,-5.853399479517767
2.5,17.7,1.5,32.95887175893189
2.2,2.6,2.2,109.78753893129488
10.2,10.3,2.0,-175.41379842337804
9.2,3.7,1.7,73.80666793790326
3.3,11.6,1.6,-159.02377901964715
11.6,6.6,1.6,-35.77534275871098
9.4,11.3,1.7,179.10514998036666
2.7,18.0,1.5,23.6492075011868
2.7,16.5,2.1,29.563723547371367
3.6,6.9,2.2,-30.931535166179277
11.5,8.6,2.2,-145.45137902322662
3.0,17.0,1.4,58.82247664292353
4.8,4.3,2.7,50.09354465058964
4.9,3.0,2.5,95.63235496581416
3.2,2.7,1.4,107.9835370528612
12.4,5.6,1.8,-13.110107888764814
10.4,12.1,1.4,176.59593181979
10.8,13.4,1.9,94.69658649627794
9.8,7.5,2.1,-90.09049850769868
8.1,5.7,1.6,10.546838773787764
5.8,4.4,1.9,53.482737094447664
9.9,15.7,1.8,28.238567864744635
3.3,16.7,1.7,45.39941618690742
3.7,18.7,2.7,-91.42860346857114
2.1,19.3,1.3,3.958725065377912
13.6,19.8,2.1,158.91677247212584
13.7,7.5,2.7,-155.57574683658655
3.4,16.8,2.5,-9.28528322585214
7.5,15.0,1.8,69.7669618316703
9.9,7.7,1.4,-52.40719694017192
5.4,7.4,2.6,-74.87621540286287
11.1,11.7,1.4,-174.75186778408536
8.7,3.7,1.4,77.87011070020911
7.0,6.9,2.5,-64.21576700468091
5.1,15.7,2.7,-1.3913982845946973
11.1,10.2,2.0,-177.6515048850104
12.8,15.7,1.7,14.157326157147052
10.8,3.2,1.6,89.51284487678284
6.7,18.2,1.4,11.56421043839132
13.3,16.4,2.5,-144.79354357724102
5.0,6.8,2.6,-47.91580199515426
8.3,16.2,1.9,12.685907804296214
13.5,13.1,1.8,96.3249203980181
5.1,16.5,1.7,43.10629668660928
4.9,13.3,1.3,165.7205723324335
13.2,9.0,1.8,-143.42573983441284
2.7,14.3,2.3,87.39459557442935
5.5,8.3,2.3,-96.8373246764966
9.1,8.6,2.6,-147.64431320050292
4.4,3.0,2.2,97.09559146435969
9.6,13.0,2.7,54.70114866799198
11.6,10.2,2.3,163.0120136780544
7.9,11.9,2.6,118.1859312856776
9.8,8.2,2.5,-135.48899977873535
11.6,4.4,1.7,44.55366123167374
4.7,13.0,1.3,174.47707562553347
9.2,9.5,2.3,-161.98440394966008
3.3,8.7,1.3,-60.61662972030541
8.1,4.2,2.2,50.76101439309773
12.1,19.7,2.5,138.46249727054862
13.1,14.7,1.6,66.58403584491458
7.9,3.9,2.2,62.57871708812291
5.2,15.2,1.5,96.81755026770944
9.8,13.3,2.7,38.04881866442039
13.1,10.3,1.9,174.41700332860057
8.0,9.2,1.6,-105.80411177583976
13.7,20.0,1.4,-92.07733374690676
4.3,13.8,2.2,99.52642422239808
3.3,5.7,2.5,7.237884135374951
5.5,3.2,2.2,90.05150002041294
6.6,3.4,2.1,83.04701216380579
6.9,8.2,2.6,-117.29237929575145
5.6,9.9,2.5,-160.26342504516853
10.3,14.1,2.0,63.90584484230898
3.0,14.0,2.6,80.71092943490119
6.7,2.1,2.0,122.92088696817774
5.4,16.2,2.0,27.8800745493654
5.5,17.8,2.2,-44.42084923979348
3.2,4.9,1.3,47.79919783208084
9.1,13.0,2.3,89.607262771446
5.3,9.5,1.7,-108.31327040602078
3.8,15.2,2.7,30.0870513572322
2.0,3.8,1.6,77.45572518840818
5.3,13.1,2.4,105.5910328252313
8.6,5.0,1.5,35.71441649143873
12.5,11.6,1.7,156.60893758220763
2.4,5.1,2.1,35.42763121277901
12.9,17.3,1.9,-89.7994676880075
3.5,13.3,2.5,104.79172135943172
12.1,8.8,1.8,-130.31872223753484
11.6,16.1,1.4,55.80215290060091
13.1,13.2,2.2,49.32378575823465
3.6,10.6,1.5,-125.48069933157691
7.9,17.8,1.7,-18.06822932727819
6.7,13.8,1.7,118.15091702532928
4.0,10.4,2.6,-170.19788143497038
8.8,18.4,2.1,-97.71775012506713
9.2,19.7,2.6,167.60230105575388
4.5,6.8,2.2,-32.06883390188462
8.1,13.7,2.0,93.47662000323972
13.9,18.1,1.6,-76.2158051706516
7.8,6.7,1.7,-27.07133277581972
10.3,19.9,2.6,147.26191972001808
6.8,10.3,1.7,-139.8807252721826
2.3,10.8,1.9,-144.21323639787943
5.4,11.8,2.3,150.67221931833907
11.7,5.3,1.4,22.870847044713795
6.0,10.5,2.5,178.22947187026978
2.9,3.7,1.5,80.25317274970551
8.0,13.6,1.3,150.8059124342659
6.2,11.6,1.5,-163.28454055907451
10.9,9.9,1.9,-161.95404132065966
8.2,8.7,2.6,-144.26161274439207
11.7,9.6,2.6,165.4135065753011
11.8,15.6,2.5,-88.47849428963595
4.2,13.7,1.4,149.26893070342845
3.4,16.1,2.1,37.885570171237134
11.9,7.8,1.3,-54.13984029928963
9.6,15.2,2.5,-29.34095573968417
2.1,12.0,1.3,-152.47438284802334
12.8,10.6,1.6,-169.55460272512957
8.1,2.8,1.3,104.67097137137532
8.5,5.5,2.7,-23.100380454708173
9.3,2.4,1.6,114.5017219710304
11.2,8.9,1.8,-127.6594882378958
12.3,14.9,2.4,-53.70981534388325
6.4,8.9,2.7,-141.81983868019083
2.9,11.7,2.0,-179.35850614130948
10.8,14.9,1.3,107.90151745865204
5.8,14.6,2.2,64.67641340909894
12.2,6.0,2.2,-55.24592626835536
6.3,4.4,2.3,46.95692669967232
12.0,10.1,1.9,-173.8173365692012
4.0,17.0,2.1,4.810201191766445
3.5,10.4,2.2,-150.19861775840485
12.6,11.7,2.4,101.63126472498882
2.4,10.2,2.2,-137.37650113242836
10.3,6.1,1.6,-11.163013611421484
10.8,14.1,2.4,15.137419055749437
7.1,18.0,2.5,-100.2043768677038
6.4,3.1,2.1,92.8237830924878
13.8,10.6,2.3,136.35158211613168
6.6,11.4,2.6,142.2304318866757
7.2,10.2,1.3,-112.40727521573471
3.8,19.6,2.4,-101.57198626831028
5.8,2.2,2.0,120.30412542982636
5.6,14.3,2.2,75.9828896702806
12.8,7.7,1.3,-53.857975053918366
4.9,9.6,2.1,-128.20036892585256
5.6,6.3,1.7,-5.198754396464194
6.8,7.4,1.4,-33.42943451972738
10.5,16.6,1.9,-27.217082161827246
3.7,10.7,2.2,-160.97671273045873
12.5,13.0,2.6,19.01437472370504
2.9,2.9,2.6,100.070133198196
7.5,5.5,2.0,7.477295761584537
2.2,18.7,1.6,-2.182743017681703
11.1,8.7,2.6,-164.87730084707349
10.4,18.6,2.5,-166.70398411299155
4.5,7.5,2.6,-71.46668524920294
10.2,5.2,1.8,14.616263766948858
8.6,19.6,1.5,-56.65750441418403
12.3,8.4,1.4,-84.32647931082104
8.7,6.6,1.7,-27.52634699014293
12.9,11.5,1.3,-164.7028077621515
6.9,6.1,1.3,9.811356763109533
6.1,17.3,1.3,50.874770866756045
7.7,18.2,2.1,-76.14126533975696
5.0,7.6,1.5,-38.763192467005474
13.2,11.2,1.6,172.44823133007466
7.5,13.5,2.4,77.20167550131156
4.9,19.1,1.9,-55.73120515047327
7.0,17.9,1.8,-25.000477990514472
10.5,5.6,2.6,-41.61026956400173
6.7,3.6,1.4,81.91765961703366
4.1,12.0,2.7,133.55484301734108
12.3,17.8,2.7,173.52815839158384
9.0,7.0,2.4,-80.5218572133538
6.3,8.1,1.5,-58.48168701001416
4.6,3.3,2.2,87.82326665680496
4.5,15.6,1.6,80.24778619164323
8.2,2.2,1.6,120.50140541016506
7.1,10.7,2.5,165.4434781463418
10.9,16.5,1.5,31.56322201558352
2.7,19.4,2.4,-82.72746959161967
12.2,19.2,1.4,-53.405607962527554
10.2,4.5,1.4,51.87854554983208
3.6,9.8,2.5,-143.43401360435678
12.4,6.3,2.3,-77.24307649147218
4.3,18.2,1.9,-21.59254074110421
9.3,3.8,2.5,58.05502664155304
8.4,18.5,2.5,-136.29712282121946
3.9,7.4,1.5,-29.746785786250285
2.0,13.3,1.4,165.72453417654117
11.3,12.0,1.4,176.42864498193674
11.2,18.4,1.7,-72.79444301457336
6.9,9.7,2.0,-138.53607339683964
2.6,6.1,2.6,-5.826978860975332
9.0,13.6,2.0,91.26609766837544
4.0,11.9,2.0,169.26293540087767
10.8,3.9,2.1,56.65218993387116
8.3,19.1,2.2,-125.12782880219773
4.9,17.6,2.5,-54.18212019734968
13.1,8.8,2.5,-177.7102375780418
11.2,6.0,1.5,-5.48144056726968
12.7,10.4,2.3,150.28631909396918
2.7,15.0,2.7,45.48876443745818
4.1,17.2,1.4,50.12476596042163
10.9,3.3,2.4,76.14372355271747
10.4,9.9,1.6,-138.4056404654634
11.4,3.3,2.7,70.20374819108737
7.9,12.7,1.6,152.47600160787695
7.0,3.3,1.7,88.4773799575718
9.3,16.2,2.6,-78.47123120976632
