a (Top Surface Length),h (Height),e,phase
6.2,18.1,2.72,-579.1193618114376
7.5,17.9,2.25,-549.4633748493022
10.4,17.9,2.25,-588.8775934684455
13.3,17.9,2.25,-642.6584257221962
9.6,18.1,2.72,-634.2118152781186
8.2,18.2,2.53,-597.5678932721389
12.5,18.1,2.72,-682.3628527438793
3.2,18.0,2.25,-514.8932691583989
2.4,18.2,2.72,-540.7174318974373
6.1,18.0,2.25,-538.9281180562552
9.9,17.9,1.24,-461.9691589108219
12.8,17.9,1.24,-468.80570157651766
9.5,18.0,2.25,-580.1026442001044
11.1,18.2,2.53,-644.6418050397074
2.7,18.0,1.24,-450.3598962720356
5.3,18.2,2.72,-570.6460741439023
14.0,18.2,2.53,-691.311783066922
12.4,18.0,2.25,-626.8445005531557
3.9,18.3,2.53,-545.1158662012532
5.6,18.0,1.24,-454.8491186788275
6.8,18.3,2.53,-579.603724393403
10.2,18.3,2.53,-634.2493519162548
8.7,18.2,2.72,-623.3414945895665
13.1,18.3,2.53,-678.330543121096
2.3,18.1,2.25,-512.3067835156918
3.0,18.4,2.53,-540.7113888127409
9.0,18.0,1.24,-460.33514209714576
11.9,18.0,1.24,-467.27059629079565
11.6,18.2,2.72,-675.9349908700839
4.7,18.1,1.24,-456.2316097102074
5.2,18.1,2.25,-533.3250052527615
8.6,18.1,2.25,-571.6002687319415
11.5,18.1,2.25,-617.1836672057632
5.9,18.4,2.53,-570.852288466831
9.3,18.4,2.53,-621.1926033417183
4.3,18.2,2.25,-529.0977865973488
8.1,18.1,1.24,-462.8025101776366
7.2,18.2,2.25,-556.7298299513905
12.2,18.4,2.53,-669.2011375796575
10.6,18.2,2.25,-602.6036015124062
4.4,18.3,2.72,-563.5583055725203
11.0,18.1,1.24,-468.06045478492183
13.9,18.1,1.24,-476.03644102507405
3.8,18.2,1.24,-455.34509524419923
2.1,18.5,2.53,-537.5381256133414
6.7,18.2,1.24,-462.1751916107132
5.0,18.5,2.53,-563.9854047250619
13.5,18.2,2.25,-654.924265725376
7.9,18.5,2.53,-603.8898948420797
11.3,18.5,2.53,-655.1633575752983
3.4,18.3,2.25,-524.7169223356991
4.1,18.6,2.53,-557.8170597766599
7.3,18.3,2.72,-603.2319115034895
6.3,18.3,2.25,-550.3696720900509
10.1,18.2,1.24,-470.23635144570153
13.0,18.2,1.24,-479.45741726553877
2.9,18.3,1.24,-456.42535220488537
5.8,18.3,1.24,-463.0823751067471
7.0,18.6,2.53,-592.6960798947034
9.2,18.3,1.24,-470.18469791388077
10.4,18.6,2.53,-644.7455846411169
12.1,18.3,1.24,-475.72540027890017
13.3,18.6,2.53,-694.310429605559
10.7,18.3,2.72,-660.41350141913
3.2,18.7,2.53,-552.5615610784296
6.1,18.7,2.53,-584.1106420277893
2.0,18.4,1.24,-457.56556548401045
9.0,18.7,2.53,-627.1114610748604
12.4,18.7,2.53,-680.6429175704611
13.6,18.3,2.72,-706.1522485369604
4.9,18.4,1.24,-462.3345140115858
2.3,18.8,2.53,-547.7676720224594
7.8,18.4,1.24,-469.10387102054136
5.2,18.8,2.53,-575.8809657073908
9.7,18.3,2.25,-593.4210660269551
12.6,18.3,2.25,-639.8153466039554
11.2,18.4,1.24,-476.433274463742
2.5,18.4,2.25,-521.8014004351518
5.4,18.4,2.25,-544.3831814283792
8.1,18.8,2.53,-617.2125715913351
11.5,18.8,2.53,-671.9064863057349
8.3,18.4,2.25,-576.0634671302923
4.0,18.5,1.24,-464.7266375712473
6.9,18.5,1.24,-468.8403652373852
10.3,18.5,1.24,-477.18469959867366
8.8,18.4,2.25,-582.6680057577046
4.3,18.9,2.53,-568.8356061276149
7.2,18.9,2.53,-605.7185920513356
3.5,18.4,2.72,-557.2607596328046
6.4,18.4,2.72,-593.2787576848913
9.8,18.4,2.72,-650.3047036377187
13.2,18.5,1.24,-486.55111869476025
10.1,18.9,2.53,-652.3170220115901
12.7,18.4,2.72,-694.9626066540706
2.6,18.5,2.72,-551.4417188577626
5.5,18.5,2.72,-583.4827735481219
10.6,18.9,2.53,-659.4979024205154
11.7,18.4,2.25,-630.7101297623045
8.4,18.5,2.72,-628.8053605791397
4.5,18.5,2.25,-539.7169583581896
11.8,18.5,2.72,-683.8393821877753
4.6,18.6,2.72,-575.5719676694926
3.1,18.6,1.24,-465.94327006772824
13.5,18.9,2.53,-703.8277068181014
7.5,18.6,2.72,-616.4880403112129
10.9,18.6,2.72,-672.4361672174033
3.4,19.0,2.53,-563.5427408445772
7.4,18.5,2.25,-568.8227189955633
13.8,18.6,2.72,-715.6081739785773
3.7,18.7,2.72,-568.7352951743467
6.3,19.0,2.53,-596.814983425105
10.8,18.5,2.25,-616.5322758083561
6.0,18.6,1.24,-469.6918471640929
8.9,18.6,1.24,-476.58364333253155
6.6,18.7,2.72,-606.2986895764332
13.7,18.5,2.25,-666.1569871163574
9.2,19.0,2.53,-639.8963042098693
12.6,19.0,2.53,-693.0033534302966
3.6,18.6,2.25,-535.7927558318405
6.5,18.6,2.25,-562.4248490196474
9.9,18.6,2.25,-606.8798399938412
9.4,18.6,1.24,-477.72208394935217
12.8,18.6,2.25,-652.4441600548009
2.7,18.7,2.25,-531.5645003022131
2.5,19.1,2.53,-558.7594548639127
9.5,18.7,2.72,-652.7462510210266
12.3,18.6,1.24,-484.3057906314608
5.4,19.1,2.53,-587.9393116260198
10.0,18.7,2.72,-663.0186752262182
8.3,19.1,2.53,-630.2707591611467
2.2,18.7,1.24,-466.9637304938516
5.6,18.7,2.25,-556.3683160170268
5.1,18.7,1.24,-470.2671904437511
8.0,18.7,1.24,-476.6891572422038
11.4,18.7,1.24,-486.29786701764607
12.9,18.7,2.72,-703.2474115139321
4.2,18.8,1.24,-473.0513474179667
11.7,19.1,2.53,-685.4251983354025
8.5,18.7,2.25,-591.6139759468156
4.5,19.2,2.53,-580.7917067658394
2.8,18.8,2.72,-562.2816258774238
5.7,18.8,2.72,-596.5416790061641
8.6,18.8,2.72,-642.3667556380843
7.1,18.8,1.24,-478.22784986643546
7.4,19.2,2.53,-618.9681499053111
12.0,18.8,2.72,-694.9700193523634
11.9,18.7,2.25,-643.4051082760463
10.3,19.2,2.53,-664.6324228050765
4.8,18.9,2.72,-587.4031772456266
10.5,18.8,1.24,-485.58781385935447
13.4,18.8,1.24,-494.5084082139476
7.7,18.9,2.72,-630.0712536999149
3.3,18.9,1.24,-472.1137668973195
13.7,19.2,2.53,-713.6079930178174
11.1,18.9,2.72,-684.0032940011715
4.7,18.8,2.25,-550.688988499775
6.2,18.9,1.24,-479.00859068122315
14.0,18.9,2.72,-725.0073588879056
9.1,18.9,1.24,-485.6059687943064
7.6,18.8,2.25,-583.400784735961
12.5,18.9,1.24,-495.7383505403095
11.0,18.8,2.25,-629.6347341939412
3.9,19.0,2.72,-580.4405930134533
13.9,18.8,2.25,-677.0289907500834
2.4,19.0,1.24,-473.0882325132718
3.6,19.3,2.53,-574.6922456762943
5.3,19.0,1.24,-478.36536409934155
8.2,19.0,1.24,-486.3183201897181
6.8,19.0,2.72,-619.6366567267766
6.5,19.3,2.53,-609.5101560212197
9.7,19.0,2.72,-665.1121514667785
9.4,19.3,2.53,-652.5238143764268
3.8,18.9,2.25,-546.2045452184946
11.6,19.0,1.24,-494.9347774912652
13.1,19.0,2.72,-715.3883633400781
12.8,19.3,2.53,-701.3776115262747
6.7,18.9,2.25,-574.7450896885957
3.0,19.1,2.72,-574.1656445523704
9.6,18.9,2.25,-613.4269586300694
4.4,19.1,1.24,-478.85844112929584
7.3,19.1,1.24,-486.0087670334249
2.7,19.4,2.53,-569.5512834288529
13.0,18.9,2.25,-664.3790521047919
5.9,19.1,2.72,-609.9613965873622
8.8,19.1,2.72,-654.8711838185126
12.2,19.1,2.72,-707.257571710783
2.1,19.2,2.72,-568.2589186458575
10.2,19.1,1.24,-494.33188190769715
5.6,19.4,2.53,-600.6168237646364
5.0,19.2,2.72,-600.9032789011571
7.9,19.2,2.72,-643.1431646607464
10.8,19.2,2.72,-688.3149918614392
8.5,19.4,2.53,-642.8973963495856
11.4,19.4,2.53,-687.2229532458936
2.9,19.0,2.25,-541.7239788531325
4.7,19.5,2.53,-592.7573575017152
13.6,19.1,1.24,-503.84268956554195
5.8,19.0,2.25,-568.3212895671379
3.5,19.2,1.24,-480.4365124700821
4.1,19.3,2.72,-592.3970531538926
7.6,19.5,2.53,-631.738674623271
7.0,19.3,2.72,-632.5520727671623
6.4,19.2,1.24,-485.6615665616662
9.3,19.2,1.24,-491.8279119379256
9.9,19.3,2.72,-679.4359703770525
12.7,19.2,1.24,-505.375696970631
8.7,19.0,2.25,-604.3586823541906
2.6,19.3,1.24,-482.7098217501325
10.5,19.5,2.53,-676.2049045576355
13.9,19.5,2.53,-722.8435161409559
12.1,19.0,2.25,-655.7839451896224
2.0,19.1,2.25,-539.4942846009795
4.9,19.1,2.25,-561.6168804319382
5.5,19.3,1.24,-487.5640153408347
3.8,19.6,2.53,-585.8464794749675
7.8,19.1,2.25,-595.9788179801196
13.3,19.3,2.72,-728.0707774239823
8.4,19.3,1.24,-494.5043322264355
6.7,19.6,2.53,-622.2515141670278
11.3,19.3,1.24,-500.8786953590262
10.7,19.1,2.25,-637.3105039507853
11.8,19.3,1.24,-502.2289389568355
11.2,19.1,2.25,-646.5714445973823
4.6,19.4,1.24,-487.42190893691975
3.2,19.4,2.72,-585.5813138779386
4.0,19.2,2.25,-556.7997156426045
9.6,19.6,2.53,-667.5153652894148
6.9,19.2,2.25,-586.634193798747
9.8,19.2,2.25,-625.9618323674193
7.5,19.4,1.24,-493.72519335249234
6.1,19.4,2.72,-622.8470913147735
13.2,19.2,2.25,-680.5601078100588
3.1,19.3,2.25,-551.4546681184601
6.0,19.3,2.25,-579.6370511603876
9.0,19.4,2.72,-667.0676366967405
12.5,19.6,2.53,-707.9341229309575
10.4,19.4,1.24,-501.2975347771847
13.8,19.4,1.24,-512.70459412939
11.9,19.4,2.72,-712.0458788237388
8.9,19.3,2.25,-616.941939794172
3.7,19.5,1.24,-488.33445261321606
13.0,19.6,2.53,-713.3522428861152
12.3,19.3,2.25,-666.9411095464658
6.6,19.5,1.24,-495.1215440999289
12.4,19.4,2.72,-717.4307466301285
2.2,19.4,2.25,-549.4845414372152
2.9,19.7,2.53,-580.2320131635406
9.5,19.5,1.24,-500.93437676631333
2.3,19.5,2.72,-578.8526117617604
12.9,19.5,1.24,-513.8302973411694
5.8,19.7,2.53,-612.4897726935566
5.1,19.4,2.25,-573.1855098967707
5.2,19.5,2.72,-613.5519922612096
8.1,19.5,2.72,-657.0804766465881
2.8,19.6,1.24,-490.5144731984572
8.0,19.4,2.25,-608.3791967074496
11.0,19.5,2.72,-699.2697294720374
5.7,19.6,1.24,-495.72932165088025
8.6,19.6,1.24,-502.8385378800018
4.3,19.6,2.72,-604.4970370429238
10.9,19.4,2.25,-647.3631245650304
4.2,19.5,2.25,-567.491853429954
11.5,19.6,1.24,-509.6505244955247
7.2,19.6,2.72,-645.5055214020668
4.8,19.7,1.24,-494.87068116228545
8.7,19.7,2.53,-655.2716111875305
7.7,19.7,1.24,-503.3827356677224
7.1,19.5,2.25,-598.8993615771586
10.6,19.7,1.24,-509.85533884262173
10.0,19.5,2.25,-639.5546608924558
14.0,19.7,1.24,-523.2669605853189
3.9,19.8,1.24,-496.0906330305966
6.8,19.8,1.24,-503.30140763054544
10.1,19.6,2.72,-690.6672671727451
11.6,19.7,2.53,-700.9038276903021
13.4,19.5,2.25,-690.5302768055142
2.0,19.8,2.53,-574.9034810555296
4.9,19.8,2.53,-605.2416630873497
9.7,19.8,1.24,-510.84272358024054
13.5,19.6,2.72,-737.830820328852
3.4,19.7,2.72,-597.095949707163
3.3,19.6,2.25,-561.7464205852787
7.8,19.8,2.53,-644.0651746300877
6.2,19.6,2.25,-591.3554227722016
10.7,19.8,2.53,-687.1852377100465
12.6,19.8,1.24,-521.6896142842833
9.1,19.6,2.25,-629.5475674630577
6.3,19.7,2.72,-635.7774933802875
12.0,19.6,2.25,-671.8863380300265
9.2,19.7,2.72,-678.98991492097
2.4,19.7,2.25,-559.3419006558911
12.1,19.7,2.72,-722.0711150097395
5.3,19.7,2.25,-584.4178241026183
2.5,19.8,2.72,-589.7357160493805
4.0,19.9,2.53,-597.4091481124657
3.0,19.9,1.24,-498.34025847743794
5.9,19.9,1.24,-502.4309149493283
8.2,19.7,2.25,-620.9335694345549
5.4,19.8,2.72,-626.077441970903
8.8,19.9,1.24,-509.7769620770629
11.1,19.7,2.25,-661.5028016747581
4.4,19.8,2.25,-578.7580526300103
7.3,19.8,2.25,-611.2264485576382
6.9,19.9,2.53,-634.4881800611092
9.8,19.9,2.53,-678.4669440986065
8.3,19.8,2.72,-669.3171389541259
10.2,19.8,2.25,-652.7191905481608
11.7,19.9,1.24,-518.474547173977
12.7,19.9,2.53,-717.3348861507568
2.1,20.0,1.24,-497.9491388399067
13.1,19.8,2.25,-695.4475647291215
11.2,19.8,2.72,-709.7819381758424
4.5,19.9,2.72,-616.7077562894058
13.6,19.8,2.25,-700.1123055939374
5.0,20.0,1.24,-503.0072274343289
3.1,20.0,2.53,-591.1703039916473
3.5,19.9,2.25,-572.342596118328
7.4,19.9,2.72,-657.8050067565656
7.9,20.0,1.24,-511.6375826908653
6.4,19.9,2.25,-603.4340530996066
10.3,19.9,2.72,-701.7298973643244
6.0,20.0,2.53,-625.8916175893472
9.3,19.9,2.25,-641.5322449111279
13.2,19.9,2.72,-739.297568939051
12.2,19.9,2.25,-682.7637442013415
2.6,20.0,2.25,-569.514345513677
3.6,20.0,2.72,-608.6176045252604
5.5,20.0,2.25,-596.2488757972717
10.8,20.0,1.24,-518.6710365117397
8.9,20.0,2.53,-667.0952330742158
6.5,20.0,2.72,-647.7255014566905
9.4,20.0,2.72,-690.673112855396
11.8,20.0,2.53,-710.2654587009371
13.7,20.0,1.24,-529.7110962147833
12.3,20.0,2.72,-731.8314558848451
8.4,20.0,2.25,-632.8927365427913
11.3,20.0,2.25,-674.345025821769
